Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
9/30/2023,PreWorkout,381.2,3,0,1,1,0,0,1775,0,86.1,4,24,6,20,20,20,41,
10/1/2023,Breakfast,441.6,9.5,1.3,3.8,3.5,0,7.1,389.9,475.7,57.4,10.3,21.3,30.7,1,0,30.3,12.5,
10/1/2023,Dinner,495.9,15.7,5.2,0,0,0,80,1761.7,631.9,60,12.2,12.1,25.6,0,0,11.9,19.4,
10/1/2023,Evening,537,3,2,0,0,0,5,481,310,67.7,2,23,55.5,2,23,27,14,
10/1/2023,Lunch,190,5,1.5,1.8,1,0,0,170,0,34,0.5,13.5,2,0,0,0,0,
10/1/2023,Morning,470,11,4.5,0,0,0,0,520,247,56,5,27,34,0,10,12.7,5.6,
10/1/2023,PreWorkout,381.2,3,0,1,1,0,0,1775,0,86.1,4,24,6,20,20,20,41,
10/2/2023,Breakfast,373,6.9,1,2.5,2.7,0,7.1,378,427.1,47.6,9,18.7,29.1,1,0,29.6,9.6,
10/2/2023,Dinner,595.9,14.4,5.2,0,0,0,80,2191.7,656.9,83.5,9.7,11.1,32.6,0,0,16.4,39.1,
10/2/2023,Evening,275,2,1.5,0,0,0,5,105,190,43.5,0,39,17.5,0,5,13,4,
10/2/2023,Lunch,383.6,9.5,1.8,0,0.3,0,83.8,1038.3,592.3,39.5,2.2,9.5,32.1,24.6,0,59.6,4.9,
10/2/2023,Morning,398.5,9.1,2.3,0.2,2.1,0,71.7,282,634.8,47.8,3.7,8.4,29,0,149.3,22.1,12.5,
10/2/2023,PreWorkout,360,5,1.5,1.8,1,0,0,300,100,49,0.5,26.5,27,0,10,10,0,
10/3/2023,Breakfast,373,6.9,1,2.5,2.7,0,7.1,378,427.1,47.6,9,18.7,29.1,1,0,29.6,9.6,
10/3/2023,Dinner,454.5,15.8,9.9,0,0,0,49.4,1126.3,142.3,53.4,4,9.9,23.7,0,0,49.4,11.9,
10/3/2023,Evening,314,2,1.5,0,0,0,5,222,280,30.4,0,26,40,0,14,22,4,
10/3/2023,Lunch,349.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,33.3,1.9,7.7,30.8,10,0,11,4.8,
10/3/2023,Morning,398.5,9.1,2.3,0.2,2.1,0,71.7,282,634.8,47.8,3.7,8.4,29,0,149.3,22.1,12.5,
10/3/2023,PreWorkout,451.2,5.5,1.5,1,1,0,12.5,1837.5,220,93.1,4,31,11,20,20,37,41,
10/4/2023,Breakfast,373,6.9,1,2.5,2.7,0,7.1,378,427.1,47.6,9,18.7,29.1,1,0,29.6,9.6,
10/4/2023,Dinner,472.5,13.7,3.7,0.2,0.1,0,80,784.6,1442.6,55.4,11.4,28.8,35.2,281.3,233,13,15.9,
10/4/2023,Evening,210,2,1.5,0,0,0,5,170,240,16,0,13,30,0,10,18,4,
10/4/2023,Lunch,409.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,47.3,1.9,20.7,30.8,10,0,11,4.8,
10/4/2023,Morning,398.5,9.1,2.3,0.2,2.1,0,71.7,282,634.8,47.8,3.7,8.4,29,0,149.3,22.1,12.5,
10/4/2023,PreWorkout,451.2,5.5,1.5,1,1,0,12.5,1837.5,220,93.1,4,31,11,20,20,37,41,
10/5/2023,Breakfast,373,6.9,1,2.5,2.7,0,7.1,378,427.1,47.6,9,18.7,29.1,1,0,29.6,9.6,
10/5/2023,Dinner,491,18,1.5,0,0,0,0,180,500,65,2,2,17,0,0,0,4,
10/5/2023,Evening,263.5,5.5,0,0,0,0,5,5,0,51,0,12.5,0.5,0,0,2,0,
10/5/2023,Lunch,349.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,33.3,1.9,7.7,30.8,10,0,11,4.8,
10/5/2023,Morning,398.5,9.1,2.3,0.2,2.1,0,71.7,282,634.8,47.8,3.7,8.4,29,0,149.3,22.1,12.5,
10/5/2023,PreWorkout,240,3,1,0,0,0,0,270,100,27,0,13,26,0,10,10,0,
10/6/2023,Breakfast,373,6.9,1,2.5,2.7,0,7.1,378,427.1,47.6,9,18.7,29.1,1,0,29.6,9.6,
10/6/2023,Dinner,302.5,3.7,0.7,0.2,0.1,0,80,649.6,1312.6,37.4,10.4,12.8,31.2,281.3,233,10,10.3,
10/6/2023,Evening,390,17,4.5,0,0,0,5,270,420,24,2,17,37,0,10,18,6,
10/6/2023,Lunch,349.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,33.3,1.9,7.7,30.8,10,0,11,4.8,
10/6/2023,Morning,398.5,9.1,2.3,0.2,2.1,0,71.7,282,634.8,47.8,3.7,8.4,29,0,149.3,22.1,12.5,
10/6/2023,PreWorkout,511.2,5.5,1.5,1,1,0,12.5,1837.5,220,107.1,4,44,11,20,20,37,41,
10/7/2023,Breakfast,544.7,13.7,2,6,4.8,0,7.1,366.9,506.8,72.7,12.5,24.9,30.7,1,0,30.8,16.8,
10/7/2023,Dinner,1067.2,50.2,2.6,0.5,2.8,0,139,656,137.5,105.6,6.3,2.2,47.7,0,22.7,4.3,19.9,
10/7/2023,Evening,60,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,
10/7/2023,Lunch,238.8,6.1,1.8,0,1.2,0,83.8,795.1,658.3,17.2,0.9,9,28.1,10,0,26.5,2.3,
10/7/2023,Morning,451.2,5.5,1.5,1,1,0,12.5,1837.5,220,93.1,4,31,11,20,20,37,41,
10/7/2023,PreWorkout,230,8,3.5,0,0,0,0,250,147,29,5,14,8,0,0,2.7,5.6,
10/8/2023,Breakfast,437.3,9.6,1.4,3.9,3.6,0,7.1,348.3,430.8,57.4,10.4,20.8,28.2,1,0,29.6,12.2,
10/8/2023,Dinner,961.8,34.5,9.2,0.2,5,0,118.7,1281.7,1049.8,113.5,12.7,12.3,52.8,0,39.9,4.3,16.6,
10/8/2023,Evening,60,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,
10/8/2023,Lunch,264.4,5.1,2.7,0,0.3,0,20,586.2,188.3,34.2,3.3,3.8,18.3,18.6,8,63.6,10.1,
10/8/2023,Morning,479.2,12.4,2.6,0,0,0,83.8,1142.1,592.3,59.3,1.9,20.7,31.8,10,0,11,4.8,
10/8/2023,PreWorkout,300,5,1.5,1.8,1,0,0,300,100,35,0.5,13.5,27,0,10,10,0,
10/9/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/9/2023,Dinner,302.5,3.7,0.7,0.2,0.1,0,80,649.6,1312.6,37.4,10.4,12.8,31.2,281.3,233,10,10.3,
10/9/2023,Evening,503.3,13.2,3.4,0.6,0.6,0,5,413.3,557.4,59.6,6.1,25.1,38,12.1,22.1,30.1,125.8,
10/9/2023,Lunch,349.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,33.3,1.9,7.7,30.8,10,0,11,4.8,
10/9/2023,Morning,405.7,11.1,2.9,0.2,2,0,80,280.7,615.1,45.9,2.9,7.7,26.6,0,118.9,22.3,12.3,
10/9/2023,PreWorkout,480.1,6,2.2,1.4,1.3,0,12.5,1621.9,819.7,102.1,7.1,32.1,12.3,15.1,19.6,33.7,90.9,
10/10/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/10/2023,Dinner,831.8,31,8.2,0.2,5,0,118.7,671.7,1049.8,91.5,10.7,4.3,50.8,0,39.9,64.3,16.6,
10/10/2023,Lunch,409.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,47.3,1.9,20.7,30.8,10,0,11,4.8,
10/10/2023,Morning,405.7,11.1,2.9,0.2,2,0,80,280.7,615.1,45.9,2.9,7.7,26.6,0,118.9,22.3,12.3,
10/10/2023,PreWorkout,425,7.5,2.5,1.8,1,0,0,430,125,62,0.5,28,27.5,0,10,10.5,4.2,
10/11/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/11/2023,Dinner,365,20,9,0,0,0.3,50,890,200,29,2,5,17,10,10,22,14,
10/11/2023,Evening,490,6,2,1,2.5,0,5,530,385,50,2,25,57,10,30,38,24,
10/11/2023,Lunch,469.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,61.3,1.9,33.7,30.8,10,0,11,4.8,
10/11/2023,Morning,405.7,11.1,2.9,0.2,2,0,80,280.7,615.1,45.9,2.9,7.7,26.6,0,118.9,22.3,12.3,
10/11/2023,PreWorkout,291.2,5,1.5,1.8,1,0,0,1485,0,60.1,0.5,13.5,2,0,0,0,1,
10/12/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/12/2023,Dinner,751.1,26.5,3.1,0.2,5,0,65,859.4,911,94.9,11.8,8.2,41,0,39.9,69.4,22.7,
10/12/2023,Evening,455,6.5,3,1.8,1,0,5,330,265,65,0.5,41,31.5,0,10,18.5,8.2,
10/12/2023,Lunch,349.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,33.3,1.9,7.7,30.8,10,0,11,4.8,
10/12/2023,Morning,405.7,11.1,2.9,0.2,2,0,80,280.7,615.1,45.9,2.9,7.7,26.6,0,118.9,22.3,12.3,
10/12/2023,PreWorkout,350,5.5,1.5,1,1,0,12.5,522.5,220,67,4,31,11,20,20,37,40,
10/13/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/13/2023,Dinner,546.1,15.2,9.5,0,0,0,47.4,1210.7,236.5,52.2,3.8,9.5,47.8,0,10,57.4,11.4,
10/13/2023,Evening,289.1,3.2,1.5,0.4,0.4,0,5,241.1,339.6,41.9,3.3,19.6,22.5,8.2,14.2,22.2,86.1,
10/13/2023,Lunch,399.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,45.3,1.9,19.7,30.8,10,0,15,4.8,
10/13/2023,Morning,405.7,11.1,2.9,0.2,2,0,80,280.7,615.1,45.9,2.9,7.7,26.6,0,118.9,22.3,12.3,
10/13/2023,PreWorkout,451.2,5.5,1.5,1,1,0,12.5,1837.5,220,93.1,4,31,11,20,20,37,41,
10/14/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/14/2023,Dinner,676.9,18.5,6.5,0,0,0,100,1958.8,842.5,88.1,14.1,15.6,34.3,0,0,14.6,23.1,
10/14/2023,Evening,188,2,1.5,0,0,0,5,144,220,15.8,0,13,25,0,8,16,4,
10/14/2023,Lunch,405.7,11.1,2.9,0.2,2,0,80,280.7,615.1,45.9,2.9,7.7,26.6,0,118.9,22.3,12.3,
10/14/2023,Morning,264.4,5.1,2.7,0,0.3,0,20,586.2,188.3,34.2,3.3,3.8,18.3,18.6,8,63.6,10.1,
10/14/2023,PreWorkout,561.2,5.5,1.5,1,1,0,12.5,1967.5,320,94.1,4,31,36,20,30,47,41,
10/15/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/15/2023,Morning,389.6,7.2,1.7,1,2.2,0,12.5,555.5,286,72.9,4,33.3,11.3,20,20,52.5,41.5,
10/15/2023,PreWorkout,300,5,1.5,1.8,1,0,0,300,100,35,0.5,13.5,27,0,10,10,0,
10/16/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/16/2023,Dinner,806.9,27.5,10,0,0,0,100,1968.8,852.5,94.1,13.1,26.6,41.3,0,0,14,25.4,
10/16/2023,Evening,210,2,1.5,0,0,0,5,170,240,16,0,13,30,0,10,18,4,
10/16/2023,Lunch,459.2,9.4,1.6,0,0,0,83.8,1132.1,692.3,34.3,1.9,7.7,55.8,10,10,21,4.8,
10/16/2023,Morning,304,6.8,2.9,0,1.5,0,20,619.2,254.3,40.1,3.3,6.1,18.6,18.6,8,79.1,11.6,
10/16/2023,PreWorkout,451.2,5.5,1.5,1,1,0,12.5,1837.5,220,93.1,4,31,11,20,20,37,41,
10/17/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/17/2023,Dinner,430.1,15,9.4,0,0,0,46.8,1065.9,134.6,50.5,3.7,9.4,22.4,0,0,46.8,11.2,
10/17/2023,Evening,475,7.8,3,2.1,1.3,0,5,415,325,66,2.5,30.5,33.5,5,15,23,54,
10/17/2023,Lunch,309.2,10.4,3.6,2.5,1,0,83.8,1262.1,632.3,41.3,25.9,6.7,36.8,10,0,22,5.2,
10/17/2023,Morning,448.8,14.2,5.2,0,1.2,0,92.5,444.5,609.3,45.1,3.9,4.1,30,0,0,26.7,10.8,
10/17/2023,PreWorkout,666.3,9,3.2,1.4,1.3,0,12.5,1892,944.8,116.7,7.3,33,38.3,15.4,30.2,44.1,90.9,
10/18/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/18/2023,Dinner,491,18,1.5,0,0,0,0,180,500,65,2,2,17,0,0,0,4,
10/18/2023,Evening,353.1,7.4,0,0,0,0,6.7,6.7,0,68.3,0,16.8,0.7,0,0,2.7,0,
10/18/2023,Lunch,309.2,10.4,3.6,2.5,1,0,83.8,1262.1,632.3,41.3,25.9,6.7,36.8,10,0,22,5.2,
10/18/2023,Morning,448.8,14.2,5.2,0,1.2,0,92.5,444.5,609.3,45.1,3.9,4.1,30,0,0,26.7,10.8,
10/18/2023,PreWorkout,440,9.5,3.3,2.5,1.5,0,0,440,135,61,0.5,28,28,0,10,10.5,4.2,
10/19/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/19/2023,Dinner,553.7,15.4,9.6,0,0,0,48.2,1229.5,238.9,53.1,3.9,9.6,48.1,0,10,58.2,11.6,
10/19/2023,Evening,460,3,2,0,0,0,5,390,240,67,2,23,38,2,16,20,14,
10/19/2023,Lunch,309.2,10.4,3.6,2.5,1,0,83.8,1262.1,632.3,41.3,25.9,6.7,36.8,10,0,22,5.2,
10/19/2023,Morning,448.8,14.2,5.2,0,1.2,0,92.5,444.5,609.3,45.1,3.9,4.1,30,0,0,26.7,10.8,
10/19/2023,PreWorkout,435.3,6,2.2,1.4,1.3,0,12.5,1622.1,880.6,92,7.6,21.2,12.4,15.7,21.1,34.6,90.9,
10/20/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/20/2023,Dinner,438,9.3,3.7,0,0,0,20,77.6,191,48.7,3,3.9,37.3,7.2,6.9,4.6,4,
10/20/2023,Evening,395,6.5,3,1.8,1,0,5,330,265,51,0.5,28,31.5,0,10,18.5,8.2,
10/20/2023,Lunch,539.2,15.5,6,0,0,0,92.5,551.5,543.3,65.2,3.9,14.8,30.7,0,0,11.2,9.3,
10/20/2023,Morning,308.6,7.7,2.8,0,1.2,0,20,623,332.3,40.1,3.4,5.7,18.9,4,8,37.5,11.8,
10/20/2023,PreWorkout,416.2,4.3,0.8,1,1,0,6.3,1806.3,110,89.6,4,27.5,8.5,20,20,28.5,41,
10/21/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/21/2023,Dinner,438,9.3,3.7,0,0,0,20,77.6,191,48.7,3,3.9,37.3,7.2,6.9,4.6,4,
10/21/2023,Evening,210,2,1.5,0,0,0,5,170,240,16,0,13,30,0,10,18,4,
10/21/2023,Lunch,309.2,10.4,3.6,2.5,1,0,83.8,1262.1,632.3,41.3,25.9,6.7,36.8,10,0,22,5.2,
10/21/2023,Morning,493.8,14.2,5.2,0,1.2,0,92.5,444.5,614.3,55.1,4.1,4.1,31,0,0,26.7,10.8,
10/21/2023,PreWorkout,611.2,12,3.5,1,1,0,0,1965,110,113.1,9,36,14,20,20,21.4,46.6,
10/22/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/22/2023,Dinner,438,9.3,3.7,0,0,0,20,77.6,191,48.7,3,3.9,37.3,7.2,6.9,4.6,4,
10/22/2023,Evening,360,3.5,1.5,0.5,0.5,0,5,320,410,48,4,21,33,10,20,28,104,
10/22/2023,Lunch,275.8,13.4,2.4,1.9,8.2,0,93,310.8,398.3,32.6,5,0.6,8.6,0,12.5,2.3,4.7,
10/22/2023,Morning,578.8,17.2,6.2,0,1.2,0,92.5,584.5,609.3,71.1,3.9,17.1,31,0,0,26.7,10.8,
10/22/2023,PreWorkout,300,5,1.5,1.8,1,0,0,300,100,35,0.5,13.5,27,0,10,10,0,
10/23/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/23/2023,Dinner,548.2,15.2,9.5,0,0,0,47.6,1215.9,237.2,52.4,3.8,9.5,47.9,0,10,57.6,11.4,
10/23/2023,Evening,360,3.5,1.5,0.5,0.5,0,5,320,410,48,4,21,33,10,20,28,104,
10/23/2023,Lunch,349.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,33.3,1.9,7.7,30.8,10,0,11,4.8,
10/23/2023,Morning,448.8,14.2,5.2,0,1.2,0,92.5,444.5,609.3,45.1,3.9,4.1,30,0,0,26.7,10.8,
10/23/2023,PreWorkout,435.3,6,2.2,1.4,1.3,0,12.5,1622.1,880.6,92,7.6,21.2,12.4,15.7,21.1,34.6,90.9,
10/24/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/24/2023,Dinner,608.2,15.2,9.5,0,0,0,47.6,1215.9,237.2,66.4,3.8,22.5,47.9,0,10,57.6,11.4,
10/24/2023,Evening,245,2,1.5,0,0,0,5,105,190,36.5,0,32.5,17.5,0,5,13,4,
10/24/2023,Lunch,349.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,33.3,1.9,7.7,30.8,10,0,11,4.8,
10/24/2023,Morning,448.2,13.5,5.1,0,0,0,92.5,451.5,621.3,45.4,4.3,3.2,31.3,0,0,18.2,9.6,
10/24/2023,PreWorkout,451.2,5.5,1.5,1,1,0,12.5,1837.5,220,93.1,4,31,11,20,20,37,41,
10/25/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/25/2023,Dinner,952.2,41.2,14,0,0,0.1,66.6,1911.1,0,110.9,4.8,1.6,33.5,12.7,6.7,21.7,19.2,
10/25/2023,Lunch,349.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,33.3,1.9,7.7,30.8,10,0,11,4.8,
10/25/2023,Morning,448.8,14.2,5.2,0,1.2,0,92.5,444.5,609.3,45.1,3.9,4.1,30,0,0,26.7,10.8,
10/25/2023,PreWorkout,430,8,2.5,1.8,1,0,0,440,100,61,0.5,26.5,28,0,10,10,0,
10/26/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/26/2023,Dinner,438.2,15.2,9.5,0,0,0,47.6,1085.9,137.2,51.4,3.8,9.5,22.9,0,0,47.6,11.4,
10/26/2023,Evening,265,3.5,0,0,0,0,0,365,260,16.5,2,1,40.5,0,15,17,0,
10/26/2023,Lunch,349.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,33.3,1.9,7.7,30.8,10,0,11,4.8,
10/26/2023,Morning,448.8,14.2,5.2,0,1.2,0,92.5,444.5,609.3,45.1,3.9,4.1,30,0,0,26.7,10.8,
10/26/2023,PreWorkout,631.2,5.5,1.5,1,1,0,12.5,1837.5,220,135.1,4,70,11,20,20,37,41,
10/27/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/27/2023,Morning,448.8,14.2,5.2,0,1.2,0,92.5,444.5,609.3,45.1,3.9,4.1,30,0,0,26.7,10.8,
10/27/2023,PreWorkout,580,13.5,5,1,1,0,12.5,772.5,367,96,9,45,19,20,20,39.7,45.6,
10/28/2023,Breakfast,482.7,6.7,1,2.5,2.7,0,7.1,335.4,378,74.8,9,43.9,26.5,1,0,28.8,9.1,
10/28/2023,Dinner,349.2,9.4,1.6,0,0,0,83.8,1002.1,592.3,33.3,1.9,7.7,30.8,10,0,11,4.8,
10/28/2023,Evening,315,7.5,1.5,0,0,0,0,245,240,19.5,1,15,41,0,15,15,1,
10/28/2023,Lunch,497.8,15.1,6.1,0,0,0,20,776.3,361.7,60.6,8.3,15.1,26.5,7.3,8,20.5,15.9,
10/28/2023,Morning,403,5.5,1.5,1,1,0,12.5,1837.5,220,81,4,31,11,20,20,37,41,
10/28/2023,PreWorkout,390,5,1.5,1.8,1,0,0,300,100,56,0.5,33,27,0,10,10,0,
10/29/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/29/2023,Dinner,459.2,9.4,1.6,0,0,0,83.8,1132.1,692.3,34.3,1.9,7.7,55.8,10,10,21,4.8,
10/29/2023,Evening,592,12,3.8,2.5,1.5,0,5,536,405,79.2,2.5,42,40,0,12,22.5,8.2,
10/29/2023,Lunch,130,3,1,0,0,0,0,140,0,26,0,13,1,0,0,0,0,
10/29/2023,Morning,448.8,14.2,5.2,0,1.2,0,92.5,444.5,609.3,45.1,3.9,4.1,30,0,0,26.7,10.8,
10/29/2023,PreWorkout,451.2,5.5,1.5,1,1,0,12.5,1837.5,220,93.1,4,31,11,20,20,37,41,
10/30/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/30/2023,Dinner,418.6,14.6,9.1,0,0,0,45.5,1037.4,131,49.1,3.6,9.1,21.8,0,0,45.5,10.9,
10/30/2023,Evening,474,5.5,1.5,0,0,0,5,402,390,59.4,2,40,43,0,14,24,4,
10/30/2023,Lunch,259.2,4.4,1.6,0,0,0,83.8,762.1,592.3,25.3,0.9,19.7,27.8,10,0,11,0.8,
10/30/2023,Morning,448.8,14.2,5.2,0,1.2,0,92.5,444.5,609.3,45.1,3.9,4.1,30,0,0,26.7,10.8,
10/30/2023,PreWorkout,451.2,5.5,1.5,1,1,0,12.5,1837.5,220,93.1,4,31,11,20,20,37,41,
10/31/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
10/31/2023,Dinner,491,18,1.5,0,0,0,0,240,490,66,2,2,17,0,0,0,4,
10/31/2023,Evening,560,31.5,18.5,0,0,0.5,52.5,245,0,64.5,0.5,48,5.5,0,0,0,0,
10/31/2023,Lunch,254.2,8.9,4.1,0,0,0,96.3,847.1,592.3,11.3,0.9,6.7,30.8,10,0,18.5,0.8,
10/31/2023,Morning,448.8,14.2,5.2,0,1.2,0,92.5,444.5,609.3,45.1,3.9,4.1,30,0,0,26.7,10.8,
10/31/2023,PreWorkout,425,7.5,2.5,1.8,1,0,0,430,125,62,0.5,28,27.5,0,10,10.5,4.2,
11/1/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
11/1/2023,Dinner,540.8,15,9.4,0,0,0,46.8,1197.6,234.9,51.6,3.7,9.4,47.5,0,10,56.8,11.2,
11/1/2023,Evening,310,3.5,1.5,0.5,0.5,0,5,190,310,61,4,34,8,10,10,18,104,
11/1/2023,Lunch,254.2,8.9,4.1,0,0,0,96.3,847.1,592.3,11.3,0.9,6.7,30.8,10,0,18.5,0.8,
11/1/2023,Morning,448.8,14.2,5.2,0,1.2,0,92.5,444.5,609.3,45.1,3.9,4.1,30,0,0,26.7,10.8,
11/1/2023,PreWorkout,511.2,5.5,1.5,1,1,0,12.5,1837.5,220,107.1,4,44,11,20,20,37,41,
11/2/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
11/2/2023,Dinner,430.8,15,9.4,0,0,0,46.8,1067.6,134.9,50.6,3.7,9.4,22.5,0,0,46.8,11.2,
11/2/2023,Evening,415,3.5,1.5,0.5,0.5,0,5,385,460,48.5,4,21,45.5,10,25,33,104,
11/2/2023,Lunch,374.2,8.9,4.1,0,0,0,96.3,847.1,592.3,39.3,0.9,32.7,30.8,10,0,18.5,0.8,
11/2/2023,Morning,448.8,14.2,5.2,0,1.2,0,92.5,444.5,609.3,45.1,3.9,4.1,30,0,0,26.7,10.8,
11/2/2023,PreWorkout,451.2,5.5,1.5,1,1,0,12.5,1837.5,220,93.1,4,31,11,20,20,37,41,
11/3/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
11/3/2023,Dinner,725.6,37,4.6,10.6,10.1,0.1,48,1653.8,882.5,74.8,4.5,15.7,22.2,0,8.7,5.3,8.1,
11/3/2023,Lunch,267.8,6.1,2.6,0,0,0,20,586.3,251.7,33.6,3.3,3.1,18.5,7.3,8,19.1,10.3,
11/3/2023,Morning,354.6,9.2,2.7,1.8,2.2,0,0,333,91,66.9,0.5,30.3,2.8,0,0,16,5.7,
11/3/2023,PreWorkout,639.2,12.5,5,0,0,0,92.5,541.5,643.3,68.2,3.9,27.8,54.7,0,10,21.2,9.3,
11/4/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
11/4/2023,Dinner,582.7,10.6,1.5,0,0,0,1.3,714.7,839.7,75.3,4.9,13.8,42.4,4,0.1,70.3,11.1,
11/4/2023,Evening,648.2,34.5,23.1,0.1,0.3,0,125.5,390.8,82.7,79.9,1.4,57.4,3.6,17.1,0,18,8.8,
11/4/2023,Lunch,254.2,8.9,4.1,0,0,0,96.3,847.1,592.3,11.3,0.9,6.7,30.8,10,0,18.5,0.8,
11/4/2023,Morning,490.8,7.2,1.7,1,2.2,0,12.5,1870.5,286,99,4,33.3,11.3,20,20,52.5,42.5,
11/4/2023,PreWorkout,436.6,13,7.5,0.1,0.2,0,34,435.4,123.3,53,0.7,30,27,5.5,10,13.6,4.4,
11/5/2023,Breakfast,362.7,6.7,1,2.5,2.7,0,7.1,335.4,378,46.8,9,17.9,26.5,1,0,28.8,9.1,
11/5/2023,Dinner,582.7,10.6,1.5,0,0,0,1.3,714.7,839.7,75.3,4.9,13.8,42.4,4,0.1,70.3,11.1,
11/5/2023,Evening,648.2,34.5,23.1,0.1,0.3,0,125.5,390.8,82.7,79.9,1.4,57.4,3.6,17.1,0,18,8.8,
11/5/2023,Lunch,726.8,41.1,2.6,0,0,0,20,586.3,251.7,59.6,3.3,3.1,28.5,7.3,8,19.1,10.3,
11/5/2023,Morning,479.6,11.2,3.5,2.5,2.7,0,0,473,201,66.9,0.5,30.3,28.3,0,10,26,5.7,
11/6/2023,Breakfast,427.7,9.2,1.3,3.8,3.5,0,7.1,346.7,424,56.1,10.3,20.4,28,1,0,29.5,11.8,
11/6/2023,Dinner,430.8,15,9.4,0,0,0,46.8,1067.6,134.9,50.6,3.7,9.4,22.5,0,0,46.8,11.2,
11/6/2023,Evening,210,2,1.5,0,0,0,5,170,240,16,0,13,30,0,10,18,4,
